ecosystem	name	version	scope	direct	source	checksum	lock_key
npm	expect-type	1.4.0	dev	false	registry:npmjs	sha512-KfYbmpRm0VbLjEvVa9yGwCi9GI34xvi7A/HXYWQO65CSD2u3MczUJSuwXKFIxlGsgBQizV9q5J9NHj4VG0n+pA==	npm:node_modules/expect-type
npm	fdir	6.5.0	dev	false	registry:npmjs	sha512-tIbYtZbucOs0BRGqPJkshJUYdL+SDH7dVM8gjy+ERp3WAUjLEFJE+02kanyHtwjWOnwrKYBiwAmM0p4kLJAnXg==	npm:node_modules/fdir
npm	fsevents	2.3.2	dev	false	registry:npmjs	sha512-xiqMQR4xAeHTuB9uWm+fFRcIOgKBMiOBP+eXiyT7jsgVCq1bkVygt00oASowB7EdtpOHaaPgKt812P9ab+DDKA==	npm:node_modules/fsevents
npm	fsevents	2.3.3	dev	false	registry:npmjs	sha512-5xoDfX+fL7faATnagmWPpbFtwh/R77WmMMqqHGS65C3vvB0YHrgF+B1YmZ3441tMj5n63k0212XNoJwzlhffQw==	npm:node_modules/vite/node_modules/fsevents
npm	html-encoding-sniffer	6.0.0	dev	false	registry:npmjs	sha512-CV9TW3Y3f8/wT0BRFc1/KAVQ3TUHiXmaAb6VW9vtiMFf7SLoMd1PdAc4W3KFOFETBJUb90KatHqlsZMWV+R9Gg==	npm:node_modules/html-encoding-sniffer
npm	html-parse-stringify	3.0.1	runtime	false	registry:npmjs	sha512-KknJ50kTInJ7qIScF3jeaFRpMpE8/lfiTdzf/twXyPBLAGrLRTmkz3AdTnKeh40X8k9L2fdYwEp/42WGXIRGcg==	npm:node_modules/html-parse-stringify
npm	i18next	26.3.6	runtime	true	registry:npmjs	sha512-Bu5Z2nAXgfVyM8xvW3jk9EKRIuX37PudsrBViThNFx7CR7aaYTpP01cxNB/E4c4UUzTDiAZRstEhsRfPOL/8xA==	npm:node_modules/i18next
npm	is-potential-custom-element-name	1.0.1	dev	false	registry:npmjs	sha512-bCYeRA2rVibKZd+s2625gGnGF/t7DSqDs4dP7CrLA1m7jKWz6pps0LpYLJN8Q64HtmPKJ1hrN3nzPNKFEKOUiQ==	npm:node_modules/is-potential-custom-element-name
npm	js-tokens	4.0.0	dev	false	registry:npmjs	sha512-RdJUflcE3cUzKiMqQgsCu06FPu9UdIJO0beYbPhHN4k6apgJtifcoCtT9bcxOpYBtpD2kCM6Sbzg4CausW/PKQ==	npm:node_modules/js-tokens
npm	jsdom	29.1.1	dev	true	registry:npmjs	sha512-ECi4Fi2f7BdJtUKTflYRTiaMxIB0O6zfR1fX0GXpUrf6flp8QIYn1UT20YQqdSOfk2dfkCwS8LAFoJDEppNK5Q==	npm:node_modules/jsdom
npm	lightningcss	1.32.0	dev	false	registry:npmjs	sha512-NXYBzinNrblfraPGyrbPoD19C1h9lfI/1mzgWYvXUTe414Gz/X1FD2XBZSZM7rRTrMA8JL3OtAaGifrIKhQ5yQ==	npm:node_modules/lightningcss
npm	lightningcss-android-arm64	1.32.0	dev	false	registry:npmjs	sha512-YK7/ClTt4kAK0vo6w3X+Pnm0D2cf2vPHbhOXdoNti1Ga0al1P4TBZhwjATvjNwLEBCnKvjJc2jQgHXH0NEwlAg==	npm:node_modules/lightningcss-android-arm64
npm	lightningcss-darwin-arm64	1.32.0	dev	false	registry:npmjs	sha512-RzeG9Ju5bag2Bv1/lwlVJvBE3q6TtXskdZLLCyfg5pt+HLz9BqlICO7LZM7VHNTTn/5PRhHFBSjk5lc4cmscPQ==	npm:node_modules/lightningcss-darwin-arm64
npm	lightningcss-darwin-x64	1.32.0	dev	false	registry:npmjs	sha512-U+QsBp2m/s2wqpUYT/6wnlagdZbtZdndSmut/NJqlCcMLTWp5muCrID+K5UJ6jqD2BFshejCYXniPDbNh73V8w==	npm:node_modules/lightningcss-darwin-x64
npm	lightningcss-freebsd-x64	1.32.0	dev	false	registry:npmjs	sha512-JCTigedEksZk3tHTTthnMdVfGf61Fky8Ji2E4YjUTEQX14xiy/lTzXnu1vwiZe3bYe0q+SpsSH/CTeDXK6WHig==	npm:node_modules/lightningcss-freebsd-x64
npm	lightningcss-linux-arm-gnueabihf	1.32.0	dev	false	registry:npmjs	sha512-x6rnnpRa2GL0zQOkt6rts3YDPzduLpWvwAF6EMhXFVZXD4tPrBkEFqzGowzCsIWsPjqSK+tyNEODUBXeeVHSkw==	npm:node_modules/lightningcss-linux-arm-gnueabihf
npm	lightningcss-linux-arm64-gnu	1.32.0	dev	false	registry:npmjs	sha512-0nnMyoyOLRJXfbMOilaSRcLH3Jw5z9HDNGfT/gwCPgaDjnx0i8w7vBzFLFR1f6CMLKF8gVbebmkUN3fa/kQJpQ==	npm:node_modules/lightningcss-linux-arm64-gnu
npm	lightningcss-linux-arm64-musl	1.32.0	dev	false	registry:npmjs	sha512-UpQkoenr4UJEzgVIYpI80lDFvRmPVg6oqboNHfoH4CQIfNA+HOrZ7Mo7KZP02dC6LjghPQJeBsvXhJod/wnIBg==	npm:node_modules/lightningcss-linux-arm64-musl
npm	lightningcss-linux-x64-gnu	1.32.0	dev	false	registry:npmjs	sha512-V7Qr52IhZmdKPVr+Vtw8o+WLsQJYCTd8loIfpDaMRWGUZfBOYEJeyJIkqGIDMZPwPx24pUMfwSxxI8phr/MbOA==	npm:node_modules/lightningcss-linux-x64-gnu
npm	lightningcss-linux-x64-musl	1.32.0	dev	false	registry:npmjs	sha512-bYcLp+Vb0awsiXg/80uCRezCYHNg1/l3mt0gzHnWV9XP1W5sKa5/TCdGWaR/zBM2PeF/HbsQv/j2URNOiVuxWg==	npm:node_modules/lightningcss-linux-x64-musl
npm	lightningcss-win32-arm64-msvc	1.32.0	dev	false	registry:npmjs	sha512-8SbC8BR40pS6baCM8sbtYDSwEVQd4JlFTOlaD3gWGHfThTcABnNDBda6eTZeqbofalIJhFx0qKzgHJmcPTnGdw==	npm:node_modules/lightningcss-win32-arm64-msvc
npm	lightningcss-win32-x64-msvc	1.32.0	dev	false	registry:npmjs	sha512-Amq9B/SoZYdDi1kFrojnoqPLxYhQ4Wo5XiL8EVJrVsB8ARoC1PWW6VGtT0WKCemjy8aC+louJnjS7U18x3b06Q==	npm:node_modules/lightningcss-win32-x64-msvc
npm	lru-cache	11.5.2	dev	false	registry:npmjs	sha512-4pfM1Ff0x50o0tQwb5ucw/RzNyD0/YJME6IVcStalZuMWxdt3sR3huStTtxz4PUmvZfRguvDejasvQ2kifR11g==	npm:node_modules/lru-cache
npm	lz-string	1.5.0	dev	false	registry:npmjs	sha512-h5bgJWpxJNswbU7qCrV0tIKQCaS3blPDrqKWx+QxzuzL1zGUzij9XCWLrSLsJPu5t+eWA/ycetzYAO5IOMcWAQ==	npm:node_modules/lz-string
npm	magic-string	0.30.21	dev	false	registry:npmjs	sha512-vd2F4YUyEXKGcLHoq+TEyCjxueSeHnFxyyjNp80yg0XV4vUhnDer/lvvlqM/arB5bXQN5K2/3oinyCRyx8T2CQ==	npm:node_modules/magic-string
npm	mdn-data	2.27.1	dev	false	registry:npmjs	sha512-9Yubnt3e8A0OKwxYSXyhLymGW4sCufcLG6VdiDdUGVkPhpqLxlvP5vl1983gQjJl3tqbrM731mjaZaP68AgosQ==	npm:node_modules/mdn-data
npm	nanoid	3.3.16	dev	false	registry:npmjs	sha512-bzlKTyNJ7+LdGIIwy8ijFpIqEQIvafahV7eYykJ8Cvh42EdJeODoJ6gUJXpQJvej1BddH8OqTXZNE/KfbWAu8Q==	npm:node_modules/nanoid
npm	obug	2.1.3	dev	false	registry:npmjs	sha512-9miFgM2OFba7hB+pRgvtV84pYTBaoTHohvmIgiRt6dRIzbwEOIaNaP+dIlGs2fNFoB0SeISs0Jz5WFVRid6Xyg==	npm:node_modules/obug
npm	parse5	8.0.1	dev	false	registry:npmjs	sha512-z1e/HMG90obSGeidlli3hj7cbocou0/wa5HacvI3ASx34PecNjNQeaHNo5WIZpWofN9kgkqV1q5YvXe3F0FoPw==	npm:node_modules/parse5
npm	pathe	2.0.3	dev	false	registry:npmjs	sha512-WUjGcAqP1gQacoQe+OBJsFA7Ld4DyXuUIjZ5cc75cLHvJ7dtNsTugphxIADwspS+AraAUePCKrSVtPLFj/F88w==	npm:node_modules/pathe
npm	picocolors	1.1.1	dev	false	registry:npmjs	sha512-xceH2snhtb5M9liqDsmEw56le376mTZkEX/jEb/RxNFyegNul7eNslCXP9FDj/Lcu0X8KEyMceP2ntpaHrDEVA==	npm:node_modules/picocolors
npm	picomatch	4.0.5	dev	false	registry:npmjs	sha512-RvwwcruNjI1ncT5xRakeyS9Lf8lcItv34KD+aif+VH9kduAyfYBipGh12274xtenIPZ119/R9BdTBa8gAwSh0A==	npm:node_modules/picomatch
npm	playwright	1.61.1	dev	true	registry:npmjs	sha512-DWnY5o3YbLWK4GovuAVwpqL+1VwGNdUGrRr++8j8PtQQzvAVZUIMjKQ90fY689sEJZJBbZVw1rXaOKSTitkzPQ==	npm:node_modules/playwright
npm	playwright-core	1.61.1	dev	false	registry:npmjs	sha512-h7Qlt6m4REp25qvIdvbDtVmD4LqVXfpRxhORv9L0jzETM05p4fuPJ3dKyuSXQxDSbXnmS79HAgi9589lGSpLkg==	npm:node_modules/playwright-core
npm	postcss	8.5.19	dev	false	registry:npmjs	sha512-Mz8SaolMd8nB+G13WkORcxQKHZ/NE4xXevtkJHVuG+guo9/wYKlIMTKAqGdEmYOXR2ijPjTYNHssizdaVSUNdQ==	npm:node_modules/postcss
npm	pretty-format	27.5.1	dev	false	registry:npmjs	sha512-Qb1gy5OrP5+zDf2Bvnzdl3jsTf1qXVMazbvCoKhtKqVs4/YK4ozX4gKQJJVyNe+cajNPn0KoC0MC3FUmaHWEmQ==	npm:node_modules/pretty-format
npm	punycode	2.3.1	dev	false	registry:npmjs	sha512-vYt7UD1U9Wg6138shLtLOvdAu+8DsC/ilFtEVHcH+wydcSpNE20AfSOduf6MkRFahL5FY7X1oU7nKVZFtfq8Fg==	npm:node_modules/punycode
npm	react	19.2.7	runtime	true	registry:npmjs	sha512-HNe9WslTbXmFK8o8cmwgAeJFSBvt1bPdHCVKtaaV+WlAN36mpT4hcRpwbf3fY56ar2oIXzsBpOAiIRHAdY0OlQ==	npm:node_modules/react
npm	react-dom	19.2.7	runtime	true	registry:npmjs	sha512-t0BRVXvbiE/o20Hfw669rLbMCDWtYZLvmJigy2f0MxsXF+71pxhR3xOkspmsO8h3ZlNzyibAmtCa3l4lYKk6gQ==	npm:node_modules/react-dom
npm	react-i18next	17.0.9	runtime	true	registry:npmjs	sha512-buLzOSqHtXxjf+qgSrLWNTXVZ1jSwO6kUv3uJqSP1roGBPgNnbhFm7OmdVwWcgf2gIbUyP0J333uPyx+Btsi3w==	npm:node_modules/react-i18next
npm	react-is	17.0.2	dev	false	registry:npmjs	sha512-w2GsyukL62IJnlaff/nRegPQR94C/XXamvMWmSHRJ4y7Ts/4ocGRmTHvOs8PSE6pB3dWOrD/nueuU5sduBsQ4w==	npm:node_modules/react-is
npm	react-router	7.18.1	runtime	false	registry:npmjs	sha512-GDLgg3i3uM0aeJO3Fm+TCS+sDQ7gu12T6x0qdTEzcwqEfleci7JwugVNIF3U//0FWKnJT7ptG+20B2jfDqnZAg==	npm:node_modules/react-router
npm	react-router-dom	7.18.1	runtime	true	registry:npmjs	sha512-KaZh+X/6UtEp28x51AUYZDMg9NGoz2ja3dNHa+ta/tk40vCzKhQ/RypCWBMLbmDr6//E24Vv5uPsrqXFozdkAg==	npm:node_modules/react-router-dom
npm	require-from-string	2.0.2	dev	false	registry:npmjs	sha512-Xf0nWe6RseziFMu+Ap9biiUbmplq6S9/p+7w7YXP/JBHhrUDDUhwa+vANyubuqfZWTveU//DYVGsDG7RKL/vEw==	npm:node_modules/require-from-string
npm	rolldown	1.1.5	dev	false	registry:npmjs	sha512-t9z29cJjXf/vxQ8dyhCSpt6H6aSwHTk8cT5I3iy6SMXuFpk5mB6PL6XfC8PCwrPTx93udwKUm9HRteAlTGBLiA==	npm:node_modules/rolldown
npm	saxes	6.0.0	dev	false	registry:npmjs	sha512-xAg7SOnEhrm5zI3puOOKyy1OMcMlIJZYNJY7xLBwSze0UjhPLnWfj2GF2EpT0jmzaJKIWKHLsaSSajf35bcYnA==	npm:node_modules/saxes
npm	scheduler	0.27.0	runtime	false	registry:npmjs	sha512-eNv+WrVbKu1f3vbYJT/xtiF5syA5HPIMtf9IgY/nKg0sWqzAUEvqY/xm7OcZc/qafLx/iO9FgOmeSAp4v5ti/Q==	npm:node_modules/scheduler
npm	set-cookie-parser	2.7.2	runtime	false	registry:npmjs	sha512-oeM1lpU/UvhTxw+g3cIfxXHyJRc/uidd3yK1P242gzHds0udQBYzs3y8j4gCCW+ZJ7ad0yctld8RYO+bdurlvw==	npm:node_modules/set-cookie-parser
npm	siginfo	2.0.0	dev	false	registry:npmjs	sha512-ybx0WO1/8bSBLEWXZvEd7gMW3Sn3JFlW3TvX1nREbDLRNQNaeNN8WK0meBwPdAaOI7TtRRRJn/Es1zhrrCHu7g==	npm:node_modules/siginfo
npm	source-map-js	1.2.1	dev	false	registry:npmjs	sha512-UXWMKhLOwVKb728IUtQPXxfYU+usdybtUrK/8uGE8CQMvrhOpwvzDBwj0QhSL7MQc7vIsISBG8VQ8+IDQxpfQA==	npm:node_modules/source-map-js
npm	stackback	0.0.2	dev	false	registry:npmjs	sha512-1XMJE5fQo1jGH6Y/7ebnwPOBEkIEnT4QF32d5R1+VXdXveM0IBMJt8zfaxX1P3QhVwrYe+576+jkANtSS2mBbw==	npm:node_modules/stackback
npm	std-env	4.2.0	dev	false	registry:npmjs	sha512-oCUKSupKTHX53EyjDtuZQ64pjLJ6yYCtpmEw0goYxtjG9KpbRe8KAsl2tBUGU9DyMcJ0RwJ8GqJAFzMXcXW1Rw==	npm:node_modules/std-env
npm	symbol-tree	3.2.4	dev	false	registry:npmjs	sha512-9QNk5KwDF+Bvz+PyObkmSYjI5ksVUYtjW7AU22r2NKcfLJcXp96hkDWU3+XndOsUb+AQ9QhfzfCT2O+CNWT5Tw==	npm:node_modules/symbol-tree
npm	tinybench	2.9.0	dev	false	registry:npmjs	sha512-0+DUvqWMValLmha6lr4kD8iAMK1HzV0/aKnCtWb9v9641TnP/MFb7Pc2bxoxQjTXAErryXVgUOfv2YqNllqGeg==	npm:node_modules/tinybench
npm	tinyexec	1.2.4	dev	false	registry:npmjs	sha512-SHf/r48b7vOrjve9PxJo3MN5v5yuyjHvdUcrQffT3WXMUfnGmHDVbC4k3sHJaJTgZCwpUplIaAo5ANtMyp3YHg==	npm:node_modules/tinyexec
npm	tinyglobby	0.2.17	dev	false	registry:npmjs	sha512-wXR/dYpcqKmfWpEdZjiKJOwCNFndD0DMnrW/cYjVGttEkBfVgcLFHoNrlj47mjOVic9yyNu65alsgF4NQyTa2g==	npm:node_modules/tinyglobby
npm	tinyrainbow	3.1.0	dev	false	registry:npmjs	sha512-Bf+ILmBgretUrdJxzXM0SgXLZ3XfiaUuOj/IKQHuTXip+05Xn+uyEYdVg0kYDipTBcLrCVyUzAPz7QmArb0mmw==	npm:node_modules/tinyrainbow
npm	tldts	7.4.8	dev	false	registry:npmjs	sha512-htwgN/8KRB3z3vnC0BOETVh2m499g5GmyTK9Wq5JBLX3FNz6tSBveAd+fQhzy9hkjif8vy2jwDMR1sGhLtZl2A==	npm:node_modules/tldts
npm	tldts-core	7.4.8	dev	false	registry:npmjs	sha512-c1P7u0EhACHj7lPy4MJm8iTFEU8+nB0LCtddH0fhP7noaVoXAqafMtOOeX+ulpuPBqnrRgRhw494RICT3mbhnw==	npm:node_modules/tldts-core
npm	tough-cookie	6.0.2	dev	false	registry:npmjs	sha512-exgYmnmL/sJpR3upZfXG5PoatXQii55xAiXGXzY+sROLZ/Y+SLcp9PgJNI9Vz37HpQ74WvDcLT8eqm+kV3FzrA==	npm:node_modules/tough-cookie
npm	tr46	6.0.0	dev	false	registry:npmjs	sha512-bLVMLPtstlZ4iMQHpFHTR7GAGj2jxi8Dg0s2h2MafAE4uSWF98FC/3MomU51iQAMf8/qDUbKWf5GxuvvVcXEhw==	npm:node_modules/tr46
npm	tslib	2.8.1	dev	false	registry:npmjs	sha512-oJFu94HQb+KVduSUQL7wnpmqnfmLsOA/nAh6b6EH0wCEoK0/mPeXU6c3wKDV83MkOuHPRHtSXKKU99IBazS/2w==	npm:node_modules/tslib
npm	typescript	7.0.2	runtime	true	registry:npmjs	sha512-8FYau96o3NKOhbjKi/qNvG/W5jhzxkbdm5sj9AbZ/5T5sWqn3hJgLfGx27sRKZWTvyzCP8dLRBTf5tBTSRVUNA==	npm:node_modules/typescript
npm	undici	7.28.0	dev	false	registry:npmjs	sha512-cRZYrTDwWznlnRiPjggAGxZXanty6M8RV1ff8Wm4LWXBp7/IG8v5DnOm74DtUBp9OONpK75YlPnIjQqX0dBDtA==	npm:node_modules/undici
npm	undici-types	7.28.0	dev	false	registry:npmjs	sha512-LJAfY+2w6HGeT8d8J1wNQsUGUEGio6NWWpwdwurQe4f6oojzCFuGLizl1KSve4irsTxyLly1QhEeE6iapdaIvQ==	npm:node_modules/undici-types
npm	undici-types	8.3.0	dev	false	registry:npmjs	sha512-j375ScV60dom+YkPFIfTLcOiPxkN/buHz5GobjLhixFuANaNs3C9l4GmrWqejgXWJ7BbJcFYpTEUkS1Ge8bpZQ==	npm:node_modules/@types/node/node_modules/undici-types
npm	use-sync-external-store	1.6.0	runtime	false	registry:npmjs	sha512-Pp6GSwGP/NrPIrxVFAIkOQeyw8lFenOHijQWkUTrDvrF4ALqylP2C/KCkeS9dpUM3KvYRQhna5vt7IL95+ZQ9w==	npm:node_modules/use-sync-external-store
npm	vite	8.1.4	dev	true	registry:npmjs	sha512-bTT9PsdWO+MQMNG9ZXIP/qM9wGh37DFxTV/sPq9cFpHr3w4jkgef032PkAL9jAqhk3Nz8NQw3O8n6/xFkqO4QQ==	npm:node_modules/vite
npm	vitest	4.1.10	dev	true	registry:npmjs	sha512-R9jUTe5S4Qb0HCd4TNqpC7oGcrMssMRGXLW80ubjWsW9VH5GF8y1Y0SFLY9AbqSk6nt0PnOx4H4WNJYZ13GUPw==	npm:node_modules/vitest
npm	void-elements	3.1.0	runtime	false	registry:npmjs	sha512-Dhxzh5HZuiHQhbvTW9AMetFfBHDMYpo23Uo9btPXgdYP+3T5S+p+jgNy7spra+veYhBP2dCSgxR/i2Y02h5/6w==	npm:node_modules/void-elements
npm	w3c-xmlserializer	5.0.0	dev	false	registry:npmjs	sha512-o8qghlI8NZHU1lLPrpi2+Uq7abh4GGPpYANlalzWxyWteJOCsr/P+oPBA49TOLu5FTZO4d3F9MnWJfiMo4BkmA==	npm:node_modules/w3c-xmlserializer
npm	webidl-conversions	8.0.1	dev	false	registry:npmjs	sha512-BMhLD/Sw+GbJC21C/UgyaZX41nPt8bUTg+jWyDeg7e7YN4xOM05YPSIXceACnXVtqyEw/LMClUQMtMZ+PGGpqQ==	npm:node_modules/webidl-conversions
npm	whatwg-mimetype	5.0.0	dev	false	registry:npmjs	sha512-sXcNcHOC51uPGF0P/D4NVtrkjSU2fNsm9iog4ZvZJsL3rjoDAzXZhkm2MWt1y+PUdggKAYVoMAIYcs78wJ51Cw==	npm:node_modules/whatwg-mimetype
npm	whatwg-url	16.0.1	dev	false	registry:npmjs	sha512-1to4zXBxmXHV3IiSSEInrreIlu02vUOvrhxJJH5vcxYTBDAx51cqZiKdyTxlecdKNSjj8EcxGBxNf6Vg+945gw==	npm:node_modules/whatwg-url
npm	why-is-node-running	2.3.0	dev	false	registry:npmjs	sha512-hUrmaWBdVDcxvYqnyh09zunKzROWjbZTiNy8dBEjkS7ehEDQibXJ7XvlmtbwuTclUiIyN+CyXQD4Vmko8fNm8w==	npm:node_modules/why-is-node-running
npm	xml-name-validator	5.0.0	dev	false	registry:npmjs	sha512-EvGK8EJ3DhaHfbRlETOWAS5pO9MZITeauHKJyb8wyajUfQUenkIg2MvLDTZ4T/TgIcm3HU0TFBgWWboAZ30UHg==	npm:node_modules/xml-name-validator
npm	xmlchars	2.2.0	dev	false	registry:npmjs	sha512-JZnDKK8B0RCDw84FNdDAIpZK+JuJw+s7Lz8nksI7SIuU3UXJJslUthsi+uWBUYOwPFwW7W7PRLRfUKpxjtjFCw==	npm:node_modules/xmlchars
rust	adler2	2.0.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	320119579fcad9c21884f5c4861d16174d0e06250625266f50fe6898340abefa	cargo:adler2@2.0.1:crates.io
rust	aho-corasick	1.1.4	runtime	false	registry+https://github.com/rust-lang/crates.io-index	ddd31a130427c27518df266943a5308ed92d4b226cc639f5a8f1002816174301	cargo:aho-corasick@1.1.4:crates.io
rust	async-compression	0.4.42	runtime	false	registry+https://github.com/rust-lang/crates.io-index	e79b3f8a79cccc2898f31920fc69f304859b3bd567490f75ebf51ae1c792a9ac	cargo:async-compression@0.4.42:crates.io
rust	atomic-waker	1.1.2	runtime	false	registry+https://github.com/rust-lang/crates.io-index	1505bd5d3d116872e7271a6d4e16d81d0c8570876c8de68093a09ac269d8aac0	cargo:atomic-waker@1.1.2:crates.io
rust	autocfg	1.5.1	dev	false	registry+https://github.com/rust-lang/crates.io-index	f2032f911046de80f0a198e0901378627c33f59ea0ac00e363d481118bd70a53	cargo:autocfg@1.5.1:crates.io
rust	aws-lc-rs	1.17.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	4342d8937fc7e5dd9b1c60292261c0670c882a2cd1719cfc11b1af41731e32ad	cargo:aws-lc-rs@1.17.1:crates.io
rust	aws-lc-sys	0.42.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	6d9ceb1da931507a12f4fccea479dccd00da1943e1b4ae72d8e502d707361444	cargo:aws-lc-sys@0.42.0:crates.io
rust	axum	0.8.9	runtime	true	registry+https://github.com/rust-lang/crates.io-index	31b698c5f9a010f6573133b09e0de5408834d0c82f8d7475a89fc1867a71cd90	cargo:axum@0.8.9:crates.io
rust	axum-core	0.5.6	runtime	false	registry+https://github.com/rust-lang/crates.io-index	08c78f31d7b1291f7ee735c1c6780ccde7785daae9a9206026862dab7d8792d1	cargo:axum-core@0.5.6:crates.io
rust	base64	0.22.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	72b3254f16251a8381aa12e40e3c4d2f0199f8c6508fbecb9d91f575e0fbb8c6	cargo:base64@0.22.1:crates.io
rust	bit-set	0.8.0	dev	false	registry+https://github.com/rust-lang/crates.io-index	08807e080ed7f9d5433fa9b275196cfc35414f66a0c79d864dc51a0d825231a3	cargo:bit-set@0.8.0:crates.io
rust	bit-vec	0.8.0	dev	false	registry+https://github.com/rust-lang/crates.io-index	5e764a1d40d510daf35e07be9eb06e75770908c27d411ee6c92109c9840eaaf7	cargo:bit-vec@0.8.0:crates.io
rust	bitflags	1.3.2	runtime	false	registry+https://github.com/rust-lang/crates.io-index	bef38d45163c2f1dde094a7dfd33ccf595c92905c8f8f4fdc18d06fb1037718a	cargo:bitflags@1.3.2:crates.io
rust	bitflags	2.13.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	b4388bee8683e3d04af747c73422af53102d2bd24d9eadb6cbc100baef4b43f8	cargo:bitflags@2.13.0:crates.io
rust	block-buffer	0.10.4	runtime	false	registry+https://github.com/rust-lang/crates.io-index	3078c7629b62d3f0439517fa394996acacc5cbc91c5a20d8c658e77abd503a71	cargo:block-buffer@0.10.4:crates.io
rust	bumpalo	3.20.3	runtime	false	registry+https://github.com/rust-lang/crates.io-index	72f5acc6cb2ba439de613abc23857ec3d78374d8ed5ac84e9d11336e87da8649	cargo:bumpalo@3.20.3:crates.io
rust	bytes	1.12.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	fc652a48c352aef3ea3aed32080501cf3ef6ed5da78602a020c991775b0aff04	cargo:bytes@1.12.1:crates.io
rust	cc	1.2.67	runtime	false	registry+https://github.com/rust-lang/crates.io-index	e17dd265a7d0f31ef544e1b20e03add05d3b45b491b633b10d67145d2acc1a38	cargo:cc@1.2.67:crates.io
rust	cfg-if	1.0.4	runtime	false	registry+https://github.com/rust-lang/crates.io-index	9330f8b2ff13f34540b44e946ef35111825727b38d33286ef986142615121801	cargo:cfg-if@1.0.4:crates.io
rust	cfg_aliases	0.2.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	613afe47fcd5fac7ccf1db93babcb082c5994d996f20b8b159f2ad1658eb5724	cargo:cfg_aliases@0.2.1:crates.io
rust	chacha20	0.10.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	d524456ba66e72eb8b115ff89e01e497f8e6d11d78b70b1aa13c0fbd97540a81	cargo:chacha20@0.10.1:crates.io
rust	cmake	0.1.58	runtime	false	registry+https://github.com/rust-lang/crates.io-index	c0f78a02292a74a88ac736019ab962ece0bc380e3f977bf72e376c5d78ff0678	cargo:cmake@0.1.58:crates.io
rust	combine	4.6.7	runtime	false	registry+https://github.com/rust-lang/crates.io-index	ba5a308b75df32fe02788e748662718f03fde005016435c444eea572398219fd	cargo:combine@4.6.7:crates.io
rust	compression-codecs	0.4.38	runtime	false	registry+https://github.com/rust-lang/crates.io-index	ce2548391e9c1929c21bf6aa2680af86fe4c1b33e6cea9ac1cfeec0bd11218cf	cargo:compression-codecs@0.4.38:crates.io
rust	compression-core	0.4.32	runtime	false	registry+https://github.com/rust-lang/crates.io-index	cc14f565cf027a105f7a44ccf9e5b424348421a1d8952a8fc9d499d313107789	cargo:compression-core@0.4.32:crates.io
rust	core-foundation	0.10.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	b2a6cd9ae233e7f62ba4e9353e81a88df7fc8a5987b8d445b4d90c879bd156f6	cargo:core-foundation@0.10.1:crates.io
rust	core-foundation-sys	0.8.7	runtime	false	registry+https://github.com/rust-lang/crates.io-index	773648b94d0e5d620f64f280777445740e61fe701025087ec8b57f45c791888b	cargo:core-foundation-sys@0.8.7:crates.io
rust	cpufeatures	0.2.17	runtime	false	registry+https://github.com/rust-lang/crates.io-index	59ed5838eebb26a2bb2e58f6d5b5316989ae9d08bab10e0e6d103e656d1b0280	cargo:cpufeatures@0.2.17:crates.io
rust	cpufeatures	0.3.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	8b2a41393f66f16b0823bb79094d54ac5fbd34ab292ddafb9a0456ac9f87d201	cargo:cpufeatures@0.3.0:crates.io
rust	crc32fast	1.5.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	9481c1c90cbf2ac953f07c8d4a58aa3945c425b7185c9154d67a65e4230da511	cargo:crc32fast@1.5.0:crates.io
rust	crypto-common	0.1.7	runtime	false	registry+https://github.com/rust-lang/crates.io-index	78c8292055d1c1df0cce5d180393dc8cce0abec0a7102adb6c7b1eef6016d60a	cargo:crypto-common@0.1.7:crates.io
rust	data-encoding	2.11.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	a4ae5f15dda3c708c0ade84bfee31ccab44a3da4f88015ed22f63732abe300c8	cargo:data-encoding@2.11.0:crates.io
rust	defmt	1.1.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	e2953bfe4f93bbd20cc71198842756f77d161884c99ebbabc41d80231ded88d1	cargo:defmt@1.1.1:crates.io
rust	defmt-macros	1.1.1	runtime	false	registry+https://github.com/rust-lang/crates.io-index	bad9c72e7ca2137e0dc3813245a0d282fd6daad32fd800af018306a9169b5fe8	cargo:defmt-macros@1.1.1:crates.io
rust	defmt-parser	1.0.0	runtime	false	registry+https://github.com/rust-lang/crates.io-index	10d60334b3b2e7c9d91ef8150abfb6fa4c1c39ebbcf4a81c2e346aad939fee3e	cargo:defmt-parser@1.0.0:crates.io
